trial,x,y,z,j1,j2,j3,j4,j5,success
0,0.2614896214787279,0.1075135808786617,0.1331587570585532,0.05572514282539487,1.0327889488544315,-0.001215561153367295,0.23362830707337712,0.0,True
1,-0.1545965313081901,0.0630728900067727,-0.1845288942731947,1.0201461170800028,-1.3267280829604715,1.0815525298705322,-0.8107222081371582,0.0,True
2,0.0703488468386476,-0.3420037150042929,0.0551306566156112,-1.6236642370931804,-0.12404213799163699,-0.16168412445113067,0.5670282565127127,0.0,True
3,0.1791616559190021,-0.2322188056685051,0.1622263105418187,-0.8715491951443255,-0.9826684836298227,0.1423993310425431,1.5614954254776239,0.0,True
4,0.2271960954532126,-0.2779535388395874,0.1180599097975327,1.3616233197972178,-0.16101429937407374,-0.2419567444594577,-0.7549336536275223,0.0,True
5,0.0733553643349467,-0.10637973932933,-0.0031909434347545,1.6201100558973849,-0.5173605617601424,0.8759398305788636,1.4503202199796215,0.0,True
6,0.1584460638621542,-0.0169079014452481,0.3281516592549471,-1.606197854038328,0.1299723128322512,-1.3229435527930036,0.29374327936675404,0.0,True
7,0.0467176872326872,-0.2884804179374341,-0.1093012381943207,0.3606029092334211,0.1172355143353343,0.3712191285565496,-0.8733368240739219,0.0,True
8,0.0395561198309564,0.0835492776113444,0.3099613769903657,-0.8364448081701994,-0.5924131397623569,0.3989606027258559,-1.4312348429928532,0.0,True
9,0.1494120279425244,0.0592773014238507,-0.0224096066319311,-1.14224469428882,-1.1507913703098893,0.9473651192616672,-1.5326964389835485,0.0,True
10,0.241967006928399,0.1156252235681333,-0.1313473440723753,-1.1407114863395689,-0.8362048412673175,0.6900235363747922,-0.15894980563316485,0.0,True
11,-0.1579783258550884,-0.1329247727373935,0.2584488259739054,0.4737220136448741,-0.28841267223469913,0.5161158298375085,0.12747210276545948,0.0,True
12,0.0046821215610371,0.1993254190620694,0.0112980665513655,1.275668137706816,1.1422039198223501,-0.3647110317135229,0.6151590366684834,0.0,True
13,-0.1367414774249115,-0.3008862785996737,0.1364529568030964,0.7514733821153641,0.28134263399988413,-1.212385101453401,-0.4246159585728311,0.0,True
14,-0.1573181803367897,-0.2203299286105491,0.0081096661938262,-0.47619523527100677,-0.10704782092943788,-1.391128223785199,1.2702424298645927,0.0,True
15,-0.1602212091378805,-0.1163623300344512,-0.1444307421660798,0.30802011396735907,-0.7055965752806513,-1.1059147393330933,-0.956410360704176,0.0,True
16,-0.1090867619622296,0.0479280153315291,-0.1465030905042674,0.9374336069449782,0.7030889026354998,0.6795193397207187,-0.11174489961471412,0.0,True
17,-0.0553428406331208,-0.128969567536567,-0.146851895555402,-1.0128070944920182,-0.018049836857244372,-1.2522354115499184,0.3038397603738121,0.0,True
18,0.2696275392584706,-0.0154323969169763,0.279489821805242,-1.6482313117012382,-0.6895198593847454,-0.14861985177267356,0.47169331459794184,0.0,True
19,-0.0084198800449259,0.1552595433618589,0.1926910609380367,1.6002249671146274,-0.872301927767694,-0.48932474425528194,-0.5089376849518157,0.0,True
20,0.165667620579594,-0.1650081661501339,0.2340151242931914,1.4876755471341312,0.2442492654081434,-1.2616999141639098,0.5380084064672703,0.0,True
21,0.2632874441477533,0.1238232124874331,0.1362030712748102,1.7259735530242324,0.3582655100617558,-0.5923818600596861,-0.4862382826930842,0.0,True
22,-0.1145031607528667,0.0904036446997436,0.2741110367031633,0.4290365860797465,0.7787025673314929,-0.5554057358531281,-0.028869114685803554,0.0,True
23,-0.1019147206552727,-0.2986489437472913,0.0835246190316486,1.5188383064232767,0.6957745940890163,-0.4271841622190551,-0.09895908365258954,0.0,True
24,-0.2129183193892884,-0.0216009660364807,0.1531062854800633,-1.0495270318351686,0.3647213887888938,0.34666273547336446,1.1909252672386355,0.0,True
25,0.0053920243390275,-0.2729788860401495,0.2932490652806139,0.4942225688137114,-1.467333370121196,-1.0178103777579963,-0.3195434609660879,0.0,True
26,0.0017862303014546,0.1235195131610866,0.032501593613694,-0.6253068256191909,-1.3375401659868658,-0.7544497615657747,1.267593423346989,0.0,True
27,0.0728541447551511,0.1319339604384995,0.2435014157535141,1.5957353822886944,1.2761131601873785,-0.6263919692952186,0.6389789792080409,0.0,True
28,0.1746939986406658,0.0377394973134957,-0.0645231643161514,1.1241916492581367,-0.3352962587960064,-0.2259418698027731,0.2676962425326927,0.0,True
29,0.0125546959881129,-0.1561056157621951,-0.0042111712356729,-0.5868995455093682,0.6690726927481592,-1.2217608363833279,0.14517897075973463,0.0,True
30,0.0911412190052056,-0.0020601707507516,0.3871756609964315,1.2863575564697385,0.1242892392911017,0.4486655538203195,-0.15997875927714622,0.0,True
31,0.0722634061346165,0.3000341350953616,-0.0052699588194346,-0.04952242271974683,-1.0028992008883506,0.07886114362627272,0.7187233997369186,0.0,True
32,0.0624630124319854,-0.0862528609529477,0.1837821415258864,0.335181915666908,0.26306037744507194,0.5254149987827987,-0.9093088426627218,0.0,True
33,-0.270176991120175,0.1583028114635259,0.2423958195243821,0.835802435874939,-0.48041564086452127,0.7935391716659068,-1.290080213996116,0.0,True
34,-0.0137994868070469,0.0703272569507496,0.2750186298890499,-0.4988557817414403,-0.689215338556096,-0.43939210260286926,0.2655373697425238,0.0,True
35,0.1340377014921938,0.2480772709384873,-0.0853049146044382,-0.43287017522379756,-0.7130653657950461,-1.3773902364773676,0.2764750185911544,0.0,True
36,0.286772998274293,0.0706120694842635,0.2443312809347487,0.19183650892227885,0.10855527687817812,1.2598923600744456,0.43302259842399526,0.0,True
37,-0.1920978431097876,0.1119656972329595,-0.0167457070979234,0.3543910305015743,-0.4354607183486223,-0.47152924523688866,-1.1806772209866905,0.0,True
38,-0.0460161833180032,0.0870468326583381,0.1772261171802077,1.663499332498759,-1.2259506401605904,0.5969148514559492,-1.113835413029883,0.0,True
39,-0.1134133041720344,-0.1070099449913191,0.0655319915373176,1.5197072625160217,-0.2741182311438024,0.9533693898003546,-0.7264563302695751,0.0,True
40,-0.0232972298242216,0.3146352187867079,-0.0470786306480258,1.3736172602511942,-0.9852526823524385,0.39291269073728463,0.7573995846370234,0.0,True
41,-0.0089840641109996,-0.0338746085834103,0.3082340338863161,-0.17189125064760447,0.2279568901285529,0.5245506423059849,0.08004104441264648,0.0,True
42,0.077105993463295,0.1678358135190452,0.3753723400733583,1.3288516290485857,0.8534504428971559,1.1184340397594497,0.1097887169686147,0.0,True
43,-0.0513816885943735,0.0739527509563895,-0.0601351266165702,-1.7780646253377197,-1.4659402307588607,-0.1406201486242935,0.05537829768611124,0.0,True
44,0.1024339617512828,-0.203343036090592,-0.0585685638523259,-0.7804605555720627,-0.02443116414360702,-0.5371996882371605,-0.7457408582558855,0.0,True
45,-0.1263545504142691,-0.2404842079826217,-0.103626361867575,-1.7458345047198234,-1.1983893373981118,0.31137423911131923,0.0497306467709131,0.0,True
46,0.0795238789623876,0.0455025968130724,0.1700412575132807,0.38633127277716994,0.06148174172267318,-0.6158438611077145,0.284654118064791,0.0,True
47,0.1630518562927846,-0.0354614025530211,0.1461807635412232,1.8999128658324478,0.7242953649256378,1.1792415002128107,-0.40751344206975765,0.0,True
48,-0.2544012197414322,0.1155647376944911,0.2671606888029851,1.3435515104793012,-0.1394940570462495,-0.6958696821471676,-0.5156412076065318,0.0,True
49,-0.0342975931166116,0.0336869411491487,-0.0950873977464791,1.2853448381647468,0.5683761409018189,0.931660640821792,-0.34353311516810203,0.0,True
